state,ref_cv,test,cv_time
"(0, 0, 0, 0)",0.9033106826801516,0.9022357492319946,0.17133482000002687
"(0, 0, 0, 1)",0.9130214917825537,0.920923882125384,0.24125215800000888
"(0, 0, 0, 2)",0.9255530973451327,0.9408209125042668,0.3226253070000098
"(0, 0, 1, 0)",0.9033422882427308,0.9022357492319946,0.1646844879999776
"(0, 0, 1, 1)",0.9119706068268016,0.9210661053589715,0.22920977400002585
"(0, 0, 1, 2)",0.9258928571428571,0.940877801797702,0.33279449600001954
"(0, 0, 2, 0)",0.9040850189633375,0.9027761975196268,0.16196992999999793
"(0, 0, 2, 1)",0.9139222503160557,0.9200136534304244,0.22495008499998903
"(0, 0, 2, 2)",0.9252291403286979,0.9391142337012175,0.326898798000002
"(0, 0, 3, 0)",0.9015249683944374,0.8972579360564341,0.16571325200004594
"(0, 0, 3, 1)",0.9139143489254108,0.9140829445898282,0.2210201650000272
"(0, 0, 3, 2)",0.9231273704171933,0.9335533052679488,0.3263779970000087
"(0, 1, 0, 0)",0.9118915929203538,0.9240101262942315,0.19906336900004362
"(0, 1, 0, 1)",0.9274968394437421,0.9346342018432131,0.2765104059999999
"(0, 1, 0, 2)",0.9364254108723135,0.9518858800773693,0.4568742299999826
"(0, 1, 1, 0)",0.9126501264222503,0.9242661281146889,0.20542080300003818
"(0, 1, 1, 1)",0.9277022756005057,0.9350608715439753,0.2877475029999914
"(0, 1, 1, 2)",0.9361330594184576,0.9523694390715667,0.47963175400002456
"(0, 1, 2, 0)",0.9135982932996207,0.9264563659119354,0.19971555600000102
"(0, 1, 2, 1)",0.9263669405815425,0.9349470929571054,0.28913794800001824
"(0, 1, 2, 2)",0.9363542983565107,0.9513454317897372,0.46370136699999875
"(0, 1, 3, 0)",0.9164348925410872,0.9113380361815906,0.1947381609999752
"(0, 1, 3, 1)",0.9273388116308471,0.9288883832062805,0.28430760000003374
"(0, 1, 3, 2)",0.9362910872313528,0.9462822846740244,0.45743318300003466
"(0, 2, 0, 0)",0.9234987357774969,0.9242092388212539,0.26014536599996063
"(0, 2, 0, 1)",0.9346950063211125,0.9403373535100694,0.45261047700000745
"(0, 2, 0, 2)",0.9457648546144121,0.955853908294459,0.722092334000024
"(0, 2, 1, 0)",0.9227243994943108,0.9224741153714872,0.255846651000013
"(0, 2, 1, 1)",0.934363147914033,0.9408209125042667,0.4288434279999933
"(0, 2, 1, 2)",0.945290771175727,0.9562948003185803,0.7610940199999732
"(0, 2, 2, 0)",0.9257506321112515,0.9168989646148594,0.2914298629999621
